Name,Date Public,Founded,MarketValue,P/Q-1 Earnings Date,P/Q-1 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-2 Earnings Date,P/Q-2 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-3 Earnings Date,P/Q-3 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-4 Earnings Date,P/Q-4 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-5 Earnings Date,P/Q-5 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-6 Earnings Date,P/Q-6 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings
Comerica Incorporated,11/05/1984,1973,"$5,465.85",1/21/2020,0.06,-0.06,-0.04,-0.03,-0.12,10/16/2019,0.03,0.03,0.00,0.04,-0.01,7/17/2019,-3%,-0.03,0.06,-0.14,-0.01,4/16/2019,0.09,0.02,-0.04,-0.03,-0.01,1/16/2019,0.01,0.04,-0.03,0.05,0.02,10/16/2018,0.06,-0.01,0.01,0.01,-0.04
Robert Half International Inc.,11/05/1984,1948,"$5,437.14",1/31/2020,0.00,-0.04,-0.01,-0.07,-0.08,10/24/2019,0.01,0.04,-0.03,-0.01,0.01,7/24/2019,0%,0.01,-0.06,-0.03,-0.04,4/24/2019,-0.02,0.01,-0.05,-0.03,-0.04,1/30/2019,0.04,0.02,-0.01,0.02,-0.05,10/24/2018,0.04,-0.01,0.06,-0.03,0.00
Nielsen Holdings Plc, 1/26/2011,2015,"$5,363.35",2/27/2020,-0.01,0.02,-0.10,0.10,0.00,11/7/2019,0.23,-0.09,-0.02,0.01,0.01,7/31/2019,27%,-0.02,-0.05,-0.04,0.05,4/30/2019,0.17,-0.06,-0.02,-0.04,-0.03,2/28/2019,-0.08,-0.04,0.03,-0.13,0.11,10/25/2018,0.08,0.02,0.02,0.01,0.03
BorgWarner Inc., 8/13/1993,1928,"$5,296.48",2/13/2020,0.14,-0.05,0.02,-0.10,0.00,10/31/2019,0.12,0.00,0.04,-0.07,0.03,7/25/2019,0%,0.07,-0.12,-0.09,0.09,4/25/2019,0.06,0.02,-0.05,-0.06,0.10,2/14/2019,0.13,-0.03,-0.02,-0.08,0.01,10/23/2018,0.01,-0.09,0.06,0.00,-0.05
SL Green Realty Corp., 8/15/1997,1997,"$5,205.10",1/23/2020,-0.37,0.01,0.00,-0.01,-0.03,10/17/2019,0.17,0.00,0.02,0.00,-0.02,7/18/2019,394%,0.00,-0.03,0.01,-0.02,4/18/2019,0.37,-0.07,-0.02,0.03,0.04,1/24/2019,-4.02,0.01,0.06,-0.05,0.00,10/18/2018,1.61,0.00,0.00,0.02,0.02
Xerox Holdings Corporation,11/05/1984,2019,"$5,098.42",12/3/2019,0.24,-0.01,-0.06,-0.02,-0.01,10/29/2019,0.25,0.03,0.07,0.01,-0.05,7/30/2019,12%,-0.03,-0.11,-0.01,0.09,4/25/2019,0.14,0.00,0.02,0.01,0.05,1/29/2019,0.10,0.08,0.07,0.03,0.00,10/23/2018,0.09,0.04,0.08,-0.09,0.03
Invesco Ltd., 9/08/1993,1935,"$4,896.77",1/29/2020,-0.09,0.00,0.02,-0.10,-0.19,10/23/2019,0.23,0.01,0.02,-0.06,-0.04,7/25/2019,10%,-0.03,-0.10,-0.06,-0.01,4/25/2019,0.06,0.04,-0.03,-0.01,0.00,1/30/2019,-0.17,0.06,-0.03,0.03,-0.01,10/18/2018,-0.01,-0.05,0.04,-0.09,0.00
"Zions Bancorporation, N.A.",11/05/1984,1955,"$4,851.92",1/22/2020,-0.07,-0.05,0.00,-0.05,-0.12,10/22/2019,0.08,0.03,0.03,-0.04,0.00,7/23/2019,-10%,-0.01,0.02,-0.04,-0.03,4/23/2019,-0.01,-0.02,0.01,-0.06,-0.02,1/23/2019,0.03,0.05,-0.02,0.02,-0.03,10/23/2018,0.08,-0.08,0.04,0.00,-0.05
"Alaska Air Group, Inc.",11/05/1984,1985,"$4,664.55",1/29/2020,0.03,0.00,-0.05,-0.07,-0.17,10/25/2019,0.04,0.04,-0.03,-0.04,-0.02,7/26/2019,2%,0.01,0.02,-0.07,0.07,4/26/2019,0.31,-0.01,0.03,0.01,-0.02,1/25/2019,0.05,0.04,0.01,-0.07,-0.11,10/25/2018,0.05,0.06,0.00,0.12,-0.09
"Quanta Services, Inc.", 2/12/1998,1997,"$4,624.42",2/27/2020,0.13,-0.01,-0.08,0.10,0.00,10/31/2019,0.10,0.05,-0.02,-0.02,-0.02,8/1/2019,-63%,-0.01,-0.05,0.01,0.11,5/2/2019,0.16,0.00,-0.09,0.01,0.04,2/21/2019,0.06,0.04,-0.02,0.04,0.03,11/1/2018,-0.09,-0.01,0.03,0.01,-0.09
"Under Armour, Inc. Class A",11/18/2005,1996,"$4,579.58",2/11/2020,-0.03,-0.04,-0.06,-0.09,-0.05,11/4/2019,0.25,0.05,0.00,0.05,0.10,7/30/2019,-27%,0.00,-0.15,-0.08,0.15,5/2/2019,-37.88,0.01,-0.03,0.09,0.14,2/12/2019,1.13,-0.05,0.00,-0.03,-0.04,10/30/2018,1.04,0.01,-0.03,0.00,-0.15
"Tapestry, Inc.",10/05/2000,1941,"$4,479.95",2/6/2020,0.11,0.02,-0.03,-0.12,-0.25,11/5/2019,0.10,-0.01,-0.02,-0.05,-0.01,8/15/2019,0%,-0.15,0.01,0.21,0.05,5/9/2019,0.02,-0.01,-0.08,-0.02,0.01,2/7/2019,-0.04,0.04,0.03,-0.04,-0.10,10/30/2018,0.07,-0.01,0.00,-0.07,-0.06
"L Brands, Inc.",11/05/1984,1963,"$4,456.78",2/27/2020,0.01,0.00,-0.15,0.02,0.00,11/21/2019,0.15,-0.13,0.02,0.02,-0.03,8/22/2019,22%,-0.16,-0.16,0.13,-0.01,5/23/2019,-85.01,-0.11,-0.08,0.06,0.11,2/28/2019,0.03,-0.02,-0.01,0.07,-0.08,11/20/2018,0.07,0.02,0.15,-0.15,0.09
"FLIR Systems, Inc.", 6/22/1993,1978,"$4,313.35",2/27/2020,-0.12,0.03,-0.14,0.03,0.00,10/31/2019,0.02,0.00,0.01,-0.01,-0.02,7/24/2019,3%,0.00,-0.05,0.00,0.04,4/24/2019,0.10,0.02,-0.02,-0.01,-0.01,2/13/2019,0.04,0.04,-0.02,-0.03,-0.06,10/30/2018,0.01,-0.01,-0.02,-0.01,-0.01
"Diamondback Energy, Inc.",10/12/2012,2007,"$4,303.74",2/19/2020,0.06,-0.02,-0.15,-0.55,0.00,11/6/2019,-0.14,0.03,-0.04,0.06,0.07,8/7/2019,-3%,-0.09,0.06,-0.04,-0.01,5/8/2019,0.02,-0.10,0.04,-0.10,0.06,2/20/2019,-0.24,-0.02,-0.06,0.04,-0.07,11/7/2018,0.05,-0.05,0.00,-0.05,-0.05
"Leggett & Platt, Incorporated",11/05/1984,1883,"$4,286.52",2/4/2020,0.02,-0.06,-0.08,-0.02,-0.20,10/29/2019,0.13,0.09,0.03,-0.04,-0.03,7/30/2019,1%,0.01,-0.01,-0.04,0.11,4/30/2019,-0.06,-0.05,-0.01,0.00,-0.01,2/5/2019,0.11,0.01,-0.01,0.00,-0.08,10/26/2018,-0.06,-0.01,0.03,0.05,0.00
Mosaic Company, 1/26/1988,2004,"$4,170.20",2/19/2020,5.66,-0.12,0.00,-0.36,0.00,11/5/2019,-0.64,0.07,-0.15,-0.02,0.11,8/6/2019,-58%,0.02,-0.13,-0.08,0.16,5/7/2019,0.06,-0.08,-0.01,-0.01,0.02,2/26/2019,0.34,0.02,-0.09,-0.08,0.02,11/6/2018,0.14,-0.01,0.01,-0.03,-0.08
"Gap, Inc.",11/05/1984,1969,"$4,035.36",3/13/2020,0.42,-0.12,0.00,0.00,0.00,11/8/2019,0.01,0.02,0.01,-0.04,0.05,8/23/2019,20%,-0.02,0.01,-0.03,-0.03,5/31/2019,-0.24,-0.06,-0.08,-0.02,0.03,3/1/2019,0.04,0.00,-0.15,0.03,-0.04,11/21/2018,-0.01,-0.07,0.05,0.00,-0.04
Sealed Air Corporation,11/05/1984,1960,"$3,944.11",2/11/2020,0.05,-0.03,-0.02,-0.07,-0.05,11/6/2019,0.03,-0.03,-0.04,0.01,0.02,8/2/2019,25%,-0.04,-0.03,-0.07,-0.01,5/1/2019,0.04,-0.01,-0.02,0.00,0.04,2/7/2019,0.12,0.06,-0.05,0.05,-0.01,10/18/2018,-0.04,-0.04,aapl,0.09,-0.01
"National Oilwell Varco, Inc.",10/29/1996,1841,"$3,928.94",2/7/2020,0.66,-0.04,-0.07,-0.34,-0.09,10/29/2019,0.40,-0.03,-0.07,-0.03,0.06,7/30/2019,-126%,-0.04,-0.09,-0.07,0.26,4/26/2019,1.06,-0.09,-0.07,-0.08,-0.08,2/7/2019,0.10,0.03,-0.04,-0.07,0.01,10/26/2018,-1.00,-0.11,-0.06,-0.05,-0.12
Kohl's Corporation, 5/19/1992,1962,"$3,881.32",3/3/2020,0.06,-0.05,-0.34,0.00,0.00,11/19/2019,-0.14,0.06,-0.01,0.07,-0.04,8/20/2019,1%,-0.06,0.04,0.04,-0.03,5/21/2019,-0.10,-0.06,-0.10,-0.08,-0.01,3/5/2019,0.03,0.00,-0.04,0.01,-0.02,11/20/2018,0.03,-0.09,0.00,0.00,0.10
DXC Technology Co.,11/05/1984,2016,"$3,841.34",2/7/2020,0.15,-0.03,-0.11,-0.29,-0.03,11/12/2019,-0.03,0.03,0.02,-0.02,0.00,8/9/2019,2%,-0.06,-0.04,-0.01,-0.08,5/24/2019,0.05,-0.11,-0.07,0.06,0.02,2/8/2019,0.09,0.02,-0.07,-0.02,-0.02,11/7/2018,0.04,-0.18,-0.02,0.02,-0.06
PVH Corp.,11/05/1984,1881,"$3,672.72",11/26/2019,0.04,0.02,0.02,0.00,-0.05,8/29/2019,0.12,0.01,0.16,-0.01,0.00,5/30/2019,1%,-0.10,0.02,0.03,-0.08,3/28/2019,0.05,-0.01,-0.03,0.01,-0.07,11/30/2018,0.02,-0.11,-0.10,0.04,0.08,8/30/2018,0.04,0.02,-0.02,0.04,-0.08
HollyFrontier Corporation,11/05/1984,1947,"$3,667.95",2/20/2020,-0.07,-0.03,-0.17,-0.27,0.00,10/31/2019,0.18,0.04,-0.04,-0.06,-0.04,8/1/2019,31%,0.05,-0.13,-0.01,0.13,5/2/2019,0.40,-0.01,-0.02,-0.11,0.01,2/20/2019,0.12,0.02,-0.09,0.00,-0.06,10/31/2018,0.20,-0.01,-0.08,-0.02,-0.07
"Harley-Davidson, Inc.", 7/08/1986,1903,"$3,624.61",1/28/2020,-0.15,0.01,-0.01,0.00,-0.15,10/22/2019,0.06,0.06,-0.04,-0.08,-0.02,7/23/2019,4%,-0.04,-0.04,-0.05,-0.03,4/23/2019,0.19,-0.02,-0.05,-0.01,-0.02,1/29/2019,-0.38,-0.02,-0.01,0.02,-0.03,10/23/2018,0.53,-0.07,0.04,0.05,-0.04
Marathon Oil Corporation, 5/07/1991,1887,"$3,605.20",2/13/2020,-0.35,-0.04,-0.13,-0.36,0.00,11/7/2019,1.07,-0.01,-0.06,0.03,0.04,8/8/2019,77%,-0.09,-0.04,0.00,0.06,5/2/2019,3.60,-0.06,0.02,-0.12,-0.06,2/14/2019,0.05,-0.06,-0.01,0.01,-0.04,11/8/2018,0.19,-0.05,-0.07,-0.03,-0.06
Hanesbrands Inc., 8/16/2006,1901,"$3,508.57",2/7/2020,0.00,-0.01,0.02,-0.05,-0.14,10/31/2019,0.00,0.02,-0.02,-0.03,-0.05,8/1/2019,1%,-0.02,-0.09,0.01,0.13,5/2/2019,0.06,-0.04,-0.01,-0.07,0.07,2/7/2019,0.03,0.02,-0.01,-0.03,-0.09,11/1/2018,0.00,0.05,-0.03,0.01,-0.11
"Noble Energy, Inc.",11/05/1984,1932,"$3,487.44",2/12/2020,-0.36,-0.08,-0.11,-0.42,0.15,11/7/2019,-0.10,-0.01,0.00,0.04,0.06,8/2/2019,-13%,0.00,0.00,0.04,0.09,5/3/2019,0.47,-0.07,-0.02,-0.06,-0.11,2/19/2019,-0.04,-0.02,-0.01,0.01,0.05,11/1/2018,0.50,-0.17,-0.03,-0.08,-0.04
Flowserve Corporation,11/05/1984,1790,"$3,366.77",2/18/2020,0.01,-0.06,-0.02,-0.36,0.00,10/31/2019,0.06,0.07,-0.02,-0.01,-0.02,8/1/2019,7%,-0.03,-0.05,-0.02,0.12,5/3/2019,0.23,-0.03,-0.02,-0.01,-0.03,2/21/2019,0.00,0.05,-0.06,0.03,0.03,11/8/2018,0.15,0.03,-0.09,-0.01,-0.08
"H&R Block, Inc.",11/05/1984,1955,"$3,360.62",3/6/2020,0.06,-0.02,-0.12,0.00,0.00,12/5/2019,-0.07,-0.05,-0.03,0.00,0.01,8/29/2019,-4%,-0.03,-0.04,-0.02,0.01,6/11/2019,0.04,-0.04,0.00,-0.01,-0.03,3/7/2019,0.06,-0.01,-0.03,0.01,0.08,12/6/2018,-0.10,-0.02,-0.03,0.00,-0.04
"Nordstrom, Inc.",11/05/1984,1901,"$3,359.40",3/4/2020,-0.04,-0.05,-0.34,0.00,0.00,11/22/2019,0.28,-0.08,0.02,0.02,0.02,8/22/2019,19%,-0.14,-0.01,0.03,0.02,5/22/2019,-0.46,-0.03,-0.09,0.03,-0.05,3/1/2019,0.03,0.05,-0.07,0.01,-0.04,11/16/2018,0.02,-0.10,0.02,0.00,0.02
Devon Energy Corporation, 7/30/1985,1971,"$3,331.41",2/19/2020,0.02,0.01,-0.21,-0.46,0.00,11/6/2019,0.60,0.08,-0.02,0.00,0.11,8/7/2019,25%,-0.04,-0.05,-0.01,0.09,5/1/2019,0.30,-0.03,-0.01,-0.15,-0.02,2/20/2019,-0.67,0.02,-0.05,0.07,-0.03,11/7/2018,0.53,-0.03,-0.10,-0.04,-0.11
TechnipFMC Plc, 1/17/2017,2015,"$3,192.04",2/27/2020,-0.93,-0.05,-0.40,0.08,0.00,10/24/2019,-0.76,0.01,-0.03,-0.05,-0.05,7/25/2019,11%,0.04,-0.08,-0.04,0.03,4/26/2019,-0.80,-0.04,-0.07,-0.02,0.01,2/21/2019,-1.25,0.02,-0.04,0.07,0.01,10/25/2018,-0.21,-0.06,-0.08,-0.07,-0.08
Unum Group,11/06/1986,2009,"$3,148.08",2/5/2020,0.02,-0.03,-0.02,-0.18,-0.28,10/30/2019,-0.01,-0.01,0.06,0.01,0.01,7/31/2019,1%,-0.01,-0.13,-0.07,0.13,5/1/2019,0.00,-0.01,-0.02,-0.04,-0.02,2/6/2019,-0.01,-0.02,0.00,-0.02,-0.08,10/25/2018,0.06,-0.08,0.06,-0.01,-0.13
Apache Corporation,11/05/1984,1954,"$3,044.94",2/27/2020,-2.20,-0.06,-0.52,0.04,0.00,10/31/2019,0.47,-0.04,0.06,-0.06,-0.05,8/7/2019,71%,-0.02,-0.03,0.02,0.13,5/2/2019,-0.13,-0.14,0.06,-0.12,0.00,2/28/2019,0.33,0.06,0.02,0.03,-0.01,11/1/2018,0.35,-0.09,0.02,-0.06,-0.07
Macy's Inc, 2/05/1992,1929,"$2,481.27",2/25/2020,0.08,-0.03,-0.21,-0.22,0.00,11/21/2019,11.63,-0.07,0.02,0.05,0.08,8/14/2019,-39%,-0.11,-0.15,0.12,-0.09,5/15/2019,0.33,-0.04,-0.02,0.01,-0.02,2/26/2019,0.08,-0.06,-0.04,0.00,0.03,11/14/2018,0.80,-0.01,0.00,-0.04,0.01
Norwegian Cruise Line Holdings Ltd., 1/18/2013,2010,"$2,366.55",2/20/2020,0.04,-0.08,-0.31,-0.61,0.00,11/7/2019,0.03,0.00,0.02,0.01,0.03,6/7/2019,-2%,-0.08,-0.05,-0.03,-0.05,5/9/2019,0.18,0.02,-0.02,-0.07,-0.05,2/21/2019,0.07,0.02,-0.01,0.00,0.00,11/8/2018,0.03,0.01,0.09,-0.06,-0.06
Alliance Data Systems Corporation, 6/08/2001,1996,"$2,358.04",1/30/2020,-0.01,-0.02,-0.06,-0.05,-0.33,10/24/2019,-0.04,0.02,-0.04,-0.05,0.02,7/18/2019,-3%,0.03,0.00,0.01,-0.22,4/25/2019,-0.08,-0.09,-0.02,-0.02,-0.01,2/7/2019,0.01,0.00,0.04,-0.03,-0.03,10/18/2018,0.01,-0.07,-0.06,-0.04,0.00
Capri Holdings Limited,12/15/2011,2002,"$2,080.66",2/5/2020,0.04,-0.15,-0.15,-0.09,-0.40,11/6/2019,-0.07,0.04,0.03,0.04,0.01,8/7/2019,6%,-0.09,-0.16,0.00,0.14,5/29/2019,0.02,-0.04,-0.09,0.03,-0.01,2/6/2019,0.12,0.02,-0.12,0.03,-0.02,11/7/2018,0.15,-0.01,-0.02,-0.10,-0.01
"Helmerich & Payne, Inc.",11/05/1984,1920,"$1,906.45",2/4/2020,0.60,-0.07,0.06,-0.16,-0.50,11/15/2019,0.51,0.03,-0.02,0.04,0.06,7/25/2019,17%,-0.03,-0.08,-0.11,-0.04,4/25/2019,0.49,0.03,-0.03,-0.11,-0.01,1/30/2019,0.07,-0.01,-0.03,-0.05,0.01,11/16/2018,0.02,-0.03,-0.03,-0.04,-0.07
,#N/A,#N/A,,Positive,364.00,,,,,,389.00,,,,,,  382.00 ,,,,,,390.00,,,,,,365.00,,,,,,405.00,,,,
,#N/A,#N/A,,Negative,133.00,,,,,,110.00,,,,,,  118.00 ,,,,,,107.00,,,,,,131.00,,,,,,91.00,,,,
,,,,% >0,0.73,,,,,,0.78,,,,,,76.40%,,,,,,0.78,,,,,,0.74,,,,,,0.82,,,,
